Unnamed: 0,trial,state,sample,time,x,y
0,95,search_ring,27392,456.5599358,0.7012991905212402,18.5191707611084
1,95,search_ring,27393,456.5786653,0.6833080053329468,18.46436882019043
2,95,search_ring,27394,456.5956208,0.6651403903961182,18.40805053710937
3,95,search_ring,27395,456.6136427,0.6449804902076721,18.341461181640625
4,95,search_ring,27396,456.6286268,0.6345590353012085,18.305326461791992
5,95,search_ring,27397,456.644609,0.6222569346427917,18.25944328308105
6,95,search_ring,27398,456.6616497,0.6116267442703247,18.21332359313965
7,95,search_ring,27399,456.678623,0.6009264588356018,18.161415100097656
8,95,search_ring,27400,456.6966251,0.5853219628334045,18.084747314453125
9,95,search_ring,27401,456.7116475,0.5737252831459045,18.032489776611328
10,95,search_ring,27402,456.7276241,0.5559277534484863,17.957651138305664
11,95,search_ring,27403,456.74462829999993,0.537020206451416,17.87567901611328
12,95,search_ring,27404,456.7615968,0.5161175727844238,17.77974510192871
13,95,search_ring,27405,456.7786264,0.4926649332046509,17.663501739501953
14,95,search_ring,27406,456.7966339999999,0.4580226242542267,17.489286422729492
15,95,search_ring,27407,456.8116211,0.4345552921295166,17.371814727783203
16,95,search_ring,27408,456.8296983,0.3994283676147461,17.19928550720215
17,95,search_ring,27409,456.8446625,0.3601430356502533,17.003812789916992
18,95,search_ring,27410,456.8616256,0.3167346715927124,16.78000259399414
19,95,search_ring,27411,456.8786391,0.2702218294143677,16.52432632446289
20,95,search_ring,27412,456.8968100999999,0.2134270519018173,16.16914939880371
21,95,search_ring,27413,456.9116968999999,0.1824026703834533,15.943729400634766
22,95,search_ring,27414,456.9276537,0.1428316086530685,15.630139350891112
23,95,search_ring,27415,456.944611,0.1014223098754882,15.29568099975586
24,95,search_ring,27416,456.9616274,0.05686467140913,14.93480396270752
25,95,search_ring,27417,456.9786002,0.0106006925925612,14.554168701171877
26,95,search_ring,27418,456.99662749999993,-0.0412320829927921,14.079898834228516
27,95,search_ring,27419,457.0116141,-0.0694663822650909,13.800705909729004
28,95,search_ring,27420,457.02863819999993,-0.1071095615625381,13.431373596191406
29,95,search_ring,27421,457.0446204,-0.1455859243869781,13.060665130615234
30,95,search_ring,27422,457.0616414,-0.1858200430870056,12.684843063354492
31,95,search_ring,27423,457.07860729999993,-0.231088787317276,12.299503326416016
32,95,search_ring,27424,457.0966178,-0.2977355718612671,11.804524421691896
33,95,search_ring,27425,457.1116299,-0.341728925704956,11.498579978942873
34,95,search_ring,27426,457.1276101,-0.4027553498744964,11.07971477508545
35,95,search_ring,27427,457.1446283,-0.4620919525623321,10.65342903137207
36,95,search_ring,27428,457.1616027,-0.5144044756889343,10.228776931762695
37,95,search_ring,27429,457.1776540999999,-0.5569365620613098,9.813472747802734
38,95,search_ring,27430,457.1946181999999,-0.5872237682342529,9.41016960144043
39,95,search_ring,27431,457.212631,-0.6038699150085449,9.0211820602417
40,95,search_ring,27432,457.2286108999999,-0.6070491671562195,8.646920204162598
41,95,search_ring,27433,457.2446654,-0.5983814001083374,8.286844253540039
42,95,search_ring,27434,457.2606383,-0.5830278396606445,7.936199188232422
43,95,search_ring,27435,457.2786459,-0.5655518770217896,7.594638824462891
44,95,search_ring,27436,457.296665,-0.5409383177757263,7.191059589385986
45,95,search_ring,27437,457.3116524,-0.5210213661193848,6.953092575073242
46,95,search_ring,27438,457.3276475,-0.491457849740982,6.653221607208252
47,95,search_ring,27439,457.3446395,-0.4588525891304016,6.362672805786133
48,95,search_ring,27440,457.3616419,-0.424576461315155,6.082067489624023
49,95,search_ring,27441,457.3786086,-0.3884141445159912,5.81308126449585
50,95,search_ring,27442,457.3956297,-0.351623386144638,5.559659004211426
51,95,search_ring,27443,457.4136549,-0.307130217552185,5.263371467590332
52,95,search_ring,27444,457.4286439,-0.2814194560050964,5.092948913574219
53,95,search_ring,27445,457.4446279,-0.2478887289762497,4.87196159362793
54,95,search_ring,27446,457.4616427,-0.2151678055524826,4.657041072845459
55,95,search_ring,27447,457.478653,-0.184513971209526,4.449310302734375
56,95,search_ring,27448,457.4966514,-0.1493676155805587,4.197989940643311
57,95,search_ring,27449,457.5116366,-0.1303396821022033,4.051161766052246
58,95,search_ring,27450,457.5276364,-0.1056686267256736,3.861751317977905
59,95,search_ring,27451,457.5446548,-0.0805163905024528,3.681725263595581
60,95,search_ring,27452,457.561643,-0.0556722395122051,3.515465497970581
61,95,search_ring,27453,457.5776526,-0.031914759427309,3.364888906478882
62,95,search_ring,27454,457.59462769999993,-0.0088689215481281,3.2275466918945312
63,95,search_ring,27455,457.6126522,0.0120137650519609,3.101154088973999
64,95,search_ring,27456,457.6286200999999,0.0299239475280046,2.9841058254241943
65,95,search_ring,27457,457.644723,0.0456339605152606,2.874652624130249
66,95,search_ring,27458,457.6616379,0.0586439445614814,2.771482467651367
67,95,search_ring,27459,457.6786556,0.0679831281304359,2.672983407974243
68,95,search_ring,27460,457.69662829999993,0.0753064751625061,2.553118944168091
69,95,search_ring,27461,457.7116251,0.0786775350570678,2.482142925262451
70,95,search_ring,27462,457.7286624999999,0.082620769739151,2.38808274269104
71,95,search_ring,27463,457.7446376,0.0867879688739776,2.295927762985229
72,95,search_ring,27464,457.7616542,0.0923695415258407,2.2065975666046143
73,95,search_ring,27465,457.7776398,0.098662331700325,2.119015455245972
74,95,search_ring,27466,457.7956679,0.1038104966282844,2.0322577953338623
75,95,search_ring,27467,457.8116438999999,0.1077018901705741,1.9448784589767456
76,95,search_ring,27468,457.827626,0.1122826114296913,1.857310771942139
77,95,search_ring,27469,457.844685,0.1182651743292808,1.7717868089675903
78,95,search_ring,27470,457.861631,0.1247447207570076,1.6904271841049194
79,95,search_ring,27471,457.8786552,0.1311158835887909,1.6139835119247437
80,95,search_ring,27472,457.89667,0.1376693844795227,1.5238066911697388
81,95,search_ring,27473,457.9116604,0.1404266059398651,1.472763180732727
82,95,search_ring,27474,457.9296585,0.1430465131998062,1.4092967510223389
83,95,search_ring,27475,457.9446938,0.1452151983976364,1.3532700538635254
84,95,search_ring,27476,457.9616421,0.1478789150714874,1.3033649921417236
85,95,search_ring,27477,457.9776347,0.1498279124498367,1.2568038702011108
86,95,search_ring,27478,457.995654,0.1502432525157928,1.2113161087036133
87,95,search_ring,27479,458.0116744,0.1495096087455749,1.1639684438705444
88,95,search_ring,27480,458.0296469,0.1476431339979171,1.1124416589736938
89,95,search_ring,27481,458.0446408,0.1450873911380767,1.0553938150405884
90,95,search_ring,27482,458.0616693,0.1421184688806533,0.9926741719245912
91,95,search_near,27483,458.0788412,0.1387344002723693,0.925078809261322
92,95,search_near,27484,458.0966111,0.1353935152292251,0.8389427065849304
93,95,search_near,27485,458.1115866,0.1342231184244156,0.7882999181747437
94,95,search_near,27486,458.1295878,0.1340053081512451,0.7225444912910461
95,95,search_near,27487,458.1446004,0.1344310045242309,0.6574455499649048
96,95,search_near,27488,458.1615626,0.1338570863008499,0.5914217233657837
97,95,search_near,27489,458.1775887,0.1318536549806594,0.5251539945602417
98,95,search_near,27490,458.1955833,0.1290428936481475,0.4601477086544037
99,95,search_near,27491,458.2135779,0.1257704645395279,0.3836618363857269
100,95,search_near,27492,458.2285724999999,0.1249968335032463,0.3414762318134308
101,95,search_near,27493,458.2445706,0.1250305622816085,0.2876579165458679
102,95,search_near,27494,458.2615823,0.1249629557132721,0.2357776314020156
103,95,hold,27495,458.278744,0.1248140558600425,0.1889280527830124
104,95,hold,27496,458.2965974,0.1256168186664581,0.1430016607046127
105,95,hold,27497,458.3115765,0.1262507736682891,0.1214321926236152
106,95,hold,27498,458.32958,0.1265375018119812,0.0983527526259422
107,95,hold,27499,458.3445918,0.1264103055000305,0.0780689641833305
108,95,hold,27500,458.3615578,0.1258358061313629,0.0588407106697559
109,95,hold,27501,458.3775912,0.1251337826251983,0.0421109981834888
110,95,hold,27502,458.3955928,0.1248151734471321,0.0295904371887445
111,95,hold,27503,458.4115866,0.1244283393025398,0.0201785247772932
112,95,hold,27504,458.4295999,0.1234722882509231,0.0112576205283403
113,95,hold,27505,458.4445939,0.1214704364538192,-0.0009582996135577
114,95,hold,27506,458.4615675,0.1177331581711769,-0.018260033801198
115,95,hold,27507,458.4786048,0.1127492636442184,-0.03879114985466
116,95,hold,27508,458.4966079999999,0.1065060496330261,-0.0623082630336284
117,95,hold,27509,458.511597,0.1038475185632705,-0.0719635635614395
118,95,hold,27510,458.5295947,0.1014728248119354,-0.0800486952066421
119,95,hold,27511,458.5445811,0.1007797867059707,-0.0820752903819084
120,95,hold,27512,458.5616878999999,0.1007473766803741,-0.0820056200027465
121,95,hold,27513,458.5775822,0.1007054895162582,-0.0819082781672477
122,95,hold,27514,458.5955858,0.1006636992096901,-0.0818642824888229
123,95,hold,27515,458.6115997,0.100641556084156,-0.0818331390619278
124,95,hold,27516,458.6295903,0.1006064936518669,-0.0817631483078002
125,95,hold,27517,458.6445943,0.1006027683615684,-0.0817512273788452
126,95,hold,27518,458.6615808,0.1006139665842056,-0.0817210972309112
127,95,hold,27519,458.6785887,0.1006094962358474,-0.0817344114184379
128,95,hold,27520,458.6965932,0.1006226316094398,-0.0817450657486915
129,95,hold,27521,458.71158689999993,0.1006162762641906,-0.0817455500364303
130,95,hold,27522,458.7296063,0.1006151810288429,-0.0817369520664215
131,95,hold,27523,458.7446016,0.1006101965904235,-0.081713393330574
132,95,hold,27524,458.7605859,0.1006044000387191,-0.0817164555191993
133,95,hold,27525,458.7775638,0.1006069257855415,-0.0817262679338455
134,95,move_prep,27526,458.7959299,0.1006216183304786,-0.0817332044243812
135,95,move_prep,27527,458.8118221,0.1006213128566742,-0.0817285776138305
136,95,move_prep,27528,458.8298098,0.10062837600708,-0.0817307382822036
137,95,move_prep,27529,458.8448089,0.1006238386034965,-0.0817351713776588
138,95,move_prep,27530,458.86184589999993,0.1006172001361846,-0.0817283391952514
139,95,move_prep,27531,458.877807,0.1006249338388443,-0.0817269459366798
140,95,move_prep,27532,458.8959175,0.10061527043581,-0.0817163065075874
141,95,move_prep,27533,458.9138432,0.1006281673908233,-0.0817110762000083
142,95,move_prep,27534,458.9288415,0.1006280034780502,-0.0817126706242561
143,95,move_prep,27535,458.9448042,0.1006355136632919,-0.0817066207528114
144,95,move_prep,27536,458.9608084,0.1006356105208396,-0.0817045420408248
145,95,move_prep,27537,458.9787983,0.100640021264553,-0.0816897377371788
146,95,move_prep,27538,458.9968036,0.1006284058094024,-0.0816677883267402
147,95,move_prep,27539,459.0118359,0.1006248518824577,-0.0816212818026542
148,95,move_prep,27540,459.0308156,0.1006110906600952,-0.0815532207489013
149,95,move_prep,27541,459.0448516,0.1005461663007736,-0.0813930183649063
150,95,move_prep,27542,459.0617986,0.1004891097545623,-0.0810942202806472
151,95,move_prep,27543,459.0778123,0.1004733815789222,-0.0805761292576789
152,95,move_prep,27544,459.0948058,0.1004694625735282,-0.0796379894018173
153,95,move_prep,27545,459.1128441,0.1002032756805419,-0.0762695595622062
154,95,move_prep,27546,459.1288064,0.0978880301117897,-0.0580765418708324
155,95,move_prep,27547,459.1448193,0.0936755090951919,-0.0122067313641309
156,95,move_prep,27548,459.1608258,0.0884252116084098,0.0680993199348449
157,95,move_prep,27549,459.1787976,0.0827247947454452,0.1828610152006149
158,95,reach,27550,459.196992,0.0748213678598404,0.3757300078868866
159,95,reach,27551,459.2115636,0.0679553523659706,0.5147907137870789
160,95,reach,27552,459.2295911,0.0553137697279453,0.7200981974601746
161,95,reach,27553,459.2445742,0.0406234860420227,0.9456017017364502
162,95,reach,27554,459.2615651,0.0261270478367805,1.1860530376434326
163,95,reach,27555,459.278565,0.0105147436261177,1.434577226638794
164,95,reach,27556,459.2965863,-0.0105688739567995,1.750101089477539
165,95,reach,27557,459.3115964,-0.0233092252165079,1.9412686824798584
166,95,reach,27558,459.3295848,-0.0398397259414196,2.191464900970459
167,95,reach,27559,459.34458369999993,-0.0550330616533756,2.439128160476685
168,95,reach,27560,459.36855,-0.0703628212213516,2.678718328475952
169,95,reach,27561,459.3844548,-0.0864479541778564,2.9064650535583496
170,95,reach,27562,459.4034017,-0.1036896631121635,3.120227336883545
171,95,reach,27563,459.4204419,-0.1222743391990661,3.318525791168213
172,95,reach,27564,459.437413,-0.1417360603809356,3.501533031463623
173,95,reach,27565,459.445614,-0.1613572090864181,3.6699512004852295
174,95,reach,27566,459.4616089,-0.1803304702043533,3.823988199234009
175,95,reach,27567,459.4785665,-0.1980277746915817,3.965687274932861
176,95,reach,27568,459.4965801,-0.2168697714805603,4.132381916046143
177,95,reach,27569,459.5115771,-0.226800188422203,4.227474212646484
178,95,reach,27570,459.5295849,-0.2392008453607559,4.348661422729492
179,95,reach,27571,459.5445934,-0.2516155838966369,4.466008186340332
180,95,reach,27572,459.5605703,-0.2636400759220123,4.580641269683838
181,95,reach,27573,459.578583,-0.2739894986152649,4.694812774658203
182,95,reach,27574,459.5965878,-0.286123126745224,4.83723783493042
183,95,reach,27575,459.6115813,-0.2937687635421753,4.922832489013672
184,95,reach,27576,459.6295894,-0.3044556081295013,5.035900115966797
185,95,reach,27577,459.6445997,-0.3149265050888061,5.146248817443848
186,95,reach,27578,459.6615677,-0.3242692351341247,5.254415035247803
187,95,reach,27579,459.6785849,-0.3325734138488769,5.360813617706299
188,95,reach,27580,459.6966034,-0.3422848284244537,5.491630554199219
189,95,reach,27581,459.7116045,-0.3480468988418579,5.567203998565674
190,95,reach,27582,459.73060709999993,-0.3577258586883545,5.686314582824707
191,95,reach,27583,459.744569,-0.3635282218456268,5.753459930419922
192,95,reach,27584,459.7615874,-0.3708846867084503,5.839094161987305
193,95,reach,27585,459.7785853,-0.3776302635669708,5.922139644622803
194,95,reach,27586,459.7965811,-0.3856361210346222,6.0228190422058105
195,95,reach,27587,459.8115705,-0.3906086087226867,6.082789421081543
196,95,reach,27588,459.8296342,-0.3975858986377716,6.1619954109191895
197,95,reach,27589,459.8446079,-0.4046952724456787,6.240032196044922
198,95,reach,27590,459.8616097,-0.4116451740264892,6.316346645355225
199,95,reach,27591,459.8776141,-0.4189008772373199,6.391533374786377
200,95,reach,27592,459.8945761,-0.427006334066391,6.466073513031006
201,95,reach,27593,459.9125912,-0.4352070987224579,6.5406599044799805
202,95,reach,27594,459.9285654,-0.4432804882526397,6.614437580108643
203,95,reach,27595,459.9446113,-0.451350450515747,6.68731164932251
204,95,reach,27596,459.9615788,-0.4591869115829468,6.758763790130615
205,95,reach,27597,459.9785941,-0.4665535986423492,6.8292388916015625
206,95,reach,27598,459.9966085,-0.4750996828079223,6.915941715240479
207,95,reach,27599,460.0116113,-0.479908138513565,6.966187000274658
208,95,reach,27600,460.0295745,-0.4863041043281555,7.03120756149292
209,95,reach,27601,460.0445702,-0.492681622505188,7.095639228820801
210,95,reach,27602,460.061607,-0.4991351068019867,7.159708499908447
211,95,reach,27603,460.07758949999993,-0.5056816339492798,7.223247051239014
212,95,reach,27604,460.094604,-0.5119969248771667,7.287248134613037
213,95,reach,27605,460.1125727,-0.5181952118873596,7.352773189544678
214,95,reach,27606,460.1275885,-0.5248633027076721,7.419393062591553
215,95,reach,27607,460.1446016,-0.5318455100059509,7.486066341400146
216,95,reach,27608,460.1615829,-0.5389400124549866,7.552643299102783
217,95,reach,27609,460.1786000999999,-0.5458305478096008,7.6194539070129395
218,95,reach,27610,460.196603,-0.554804801940918,7.704855442047119
219,95,reach,27611,460.21159979999993,-0.5605292320251465,7.757341861724853
220,95,reach,27612,460.2295978,-0.5690816044807434,7.828713417053223
221,95,reach,27613,460.24458429999993,-0.5780616998672485,7.901413917541504
222,95,reach,27614,460.2616282,-0.5875177383422852,7.974926948547363
223,95,reach,27615,460.2775993,-0.597206711769104,8.049333572387695
224,95,reach,27616,460.2955995,-0.6070873141288757,8.125212669372559
225,95,reach,27617,460.3115836,-0.6170220375061035,8.204432487487793
226,95,reach,27618,460.3296194999999,-0.627092719078064,8.286954879760742
227,95,reach,27619,460.3445962999999,-0.637249767780304,8.373661041259766
228,95,reach,27620,460.3616086,-0.6483298540115356,8.463833808898926
229,95,reach,27621,460.3786023,-0.6606254577636719,8.557772636413574
230,95,reach,27622,460.3956153,-0.6734309196472168,8.657520294189453
231,95,reach,27623,460.4135831,-0.6908238530158997,8.792353630065918
232,95,reach,27624,460.4285884,-0.7017790079116821,8.879934310913086
233,95,reach,27625,460.4446167,-0.7174482941627502,9.007194519042969
234,95,reach,27626,460.461589,-0.7339472770690918,9.147480010986328
235,95,reach,27627,460.4776482,-0.751550018787384,9.29874038696289
236,95,reach,27628,460.4956145,-0.7702847719192505,9.46048355102539
237,95,reach,27629,460.5115812,-0.7903170585632324,9.635018348693848
238,95,reach,27630,460.5295849,-0.8130187392234802,9.8230619430542
239,95,feedback,27631,460.590317,-0.8382802605628967,10.024051666259766
240,95,feedback,27632,460.5985977,-0.9336230158805848,10.761174201965332
241,95,feedback,27633,460.6115365,-0.9581366777420044,10.945846557617188
242,95,feedback,27634,460.6295422,-0.9935612082481384,11.198724746704102
243,95,feedback,27635,460.6445435,-1.032373547554016,11.45922565460205
244,95,iti,27636,460.6615614,-1.0734492540359497,11.72508144378662
245,95,iti,27637,460.6774058,-1.115870237350464,11.994888305664062
246,95,iti,27638,460.6954263,-1.158039689064026,12.27078628540039
247,95,iti,27639,460.7134299,-1.211835265159607,12.62017059326172
248,95,iti,27640,460.7284242,-1.245581030845642,12.828853607177734
249,95,iti,27641,460.7444108,-1.291354775428772,13.103957176208496
250,95,iti,27642,460.7613874,-1.3365873098373413,13.372665405273438
251,95,iti,27643,460.7784061,-1.3828253746032717,13.633237838745115
252,95,iti,27644,460.7943947,-1.4296624660491943,13.885254859924316
253,95,iti,27645,460.8114156,-1.4758402109146118,14.13075351715088
254,95,iti,27646,460.829424,-1.5188442468643188,14.3705472946167
255,95,iti,27647,460.8444266,-1.5594792366027832,14.603617668151855
256,95,iti,27648,460.8614084,-1.5975369215011597,14.826932907104492
257,95,iti,27649,460.8773864,-1.6338082551956177,15.038982391357422
258,95,iti,27650,460.8953965,-1.6682453155517578,15.239381790161133
259,95,iti,27651,460.913423,-1.708883285522461,15.473278999328612
260,95,iti,27652,460.9274189,-1.732122540473938,15.605911254882812
261,95,iti,27653,460.9443952,-1.7617175579071045,15.773983001708984
262,95,iti,27654,460.961413,-1.7882049083709717,15.931836128234863
263,95,iti,27655,460.9783898,-1.813624382019043,16.077009201049805
264,95,iti,27656,460.9944583,-1.837835431098938,16.20876693725586
265,95,iti,27657,461.011402,-1.8600478172302248,16.32950210571289
266,95,iti,27658,461.0294097,-1.879457235336304,16.440370559692383
267,95,iti,27659,461.0444062,-1.8959306478500368,16.542736053466797
268,95,iti,27660,461.0603965,-1.910156011581421,16.63294792175293
269,95,iti,27661,461.0784118,-1.922942876815796,16.710664749145508
270,95,iti,27662,461.0944065,-1.934603929519653,16.776126861572266
271,95,iti,27663,461.1124049,-1.9451313018798828,16.830684661865234
272,95,iti,27664,461.127401,-1.9537713527679443,16.87476348876953
273,95,iti,27665,461.1444236,-1.9604960680007932,16.909326553344727
274,95,iti,27666,461.16139709999993,-1.965557098388672,16.932697296142578
275,95,iti,27667,461.1774283,-1.9686490297317505,16.945453643798828
276,95,iti,27668,461.19440409999993,-1.9695534706115725,16.94963836669922
277,95,iti,27669,461.2114259,-1.9692957401275637,16.94997215270996
278,95,iti,27670,461.22943609999993,-1.9695788621902464,16.94987678527832
279,95,iti,27671,461.2444333,-1.969509243965149,16.949787139892578
280,95,iti,27672,461.2604205,-1.9695841073989868,16.94978141784668
281,95,iti,27673,461.2784282,-1.9696476459503172,16.949810028076172
282,95,iti,27674,461.2944172,-1.9696722030639648,16.949838638305664
283,95,iti,27675,461.3124282,-1.969598650932312,16.949804306030273
284,95,iti,27676,461.3274263999999,-1.9696156978607176,16.949743270874023
285,95,iti,27677,461.3444043,-1.9695911407470703,16.949817657470703
286,95,iti,27678,461.3614223999999,-1.9696931838989256,16.949764251708984
287,95,iti,27679,461.3774109,-1.969570279121399,16.949676513671875
288,95,iti,27680,461.3944304,-1.9694924354553225,16.949600219726562
289,95,iti,27681,461.4124109,-1.969428777694702,16.949569702148438
290,95,iti,27682,461.42843959999993,-1.969582200050354,16.949565887451172
291,95,iti,27683,461.4444278,-1.969562649726868,16.949602127075195
292,95,iti,27684,461.460412,-1.9696000814437864,16.949626922607422
293,95,iti,27685,461.4784215,-1.969609022140503,16.949596405029297
294,95,iti,27686,461.4944102,-1.969527244567871,16.949626922607422
295,95,iti,27687,461.5124247,-1.969578504562378,16.949567794799805
296,95,iti,27688,461.5274911,-1.9695874452590945,16.949554443359375
297,95,iti,27689,461.5444437,-1.9696934223175049,16.949481964111328
298,95,iti,27690,461.5614168,-1.96960711479187,16.94944953918457
299,95,iti,27691,461.5784356,-1.969525933265686,16.949487686157227
300,95,iti,27692,461.5944228999999,-1.9695132970809937,16.949398040771484
301,95,iti,27693,461.6124295999999,-1.969466209411621,16.94929313659668
302,95,iti,27694,461.6284187,-1.9694374799728396,16.949220657348633
303,95,iti,27695,461.6444085,-1.9694560766220093,16.949220657348633
304,95,iti,27696,461.6604398,-1.9694219827651975,16.949169158935547
